id,language,currentEducation,experienceYears,interest_list,skill_list,learningResource_list,tools_list
26044886-86de-403b-b543-50804bd668ae,Dutch,,5,"['Autonomous Vehicles', 'Recommender Systems', 'AI Planning and Optimization', 'Cognitive Computing', 'Generative AI', 'Deep Learning', 'AI Ethics', 'AI in Healthcare', 'Neural Networks', 'Speech Recognition', 'Expert Systems', 'Machine Learning', 'AI in Finance', 'AI for Games', 'Reinforcement Learning', 'Computer Vision', '']","['Kaggle', 'Stanford Online', 'GitHub', '', 'YouTube', 'Google AI', 'DeepLearning.ai', 'MIT OpenCourseWare', 'Udemy', 'Harvard Online', 'Coursera']","['Kaggle', 'edX', 'DeepLearning.ai', 'Coursera', 'MIT OpenCourseWare']","['', 'BigML', 'Scikit-learn', 'Google Cloud AI', 'Hugging Face Transformers', 'RapidMiner', 'Weka', 'IBM Watson', 'Keras', 'Amazon SageMaker', 'OpenAI GPT', 'PyTorch', 'OpenCV', 'DataRobot', 'Microsoft Azure AI']"
267c93c8-61ce-4537-9ac2-7c62ebd03bd5,English,Middle School,1,"['Generative AI', 'AI for Games', 'Deep Learning', 'AI in Finance', 'Natural Language Processing', 'Neural Networks', 'Reinforcement Learning', 'Speech Recognition', 'Machine Learning', 'Robotics', 'AI in Education', 'AI Ethics', 'Recommender Systems', 'AI Planning and Optimization', 'Expert Systems', 'Cognitive Computing', '', 'Autonomous Vehicles']","['Google AI', 'Udemy', 'GitHub']","['Kaggle', 'YouTube', 'edX', 'Coursera']","['', 'DataRobot', 'Weka', 'Hugging Face Transformers', 'BigML']"
2757c79f-f9c2-42cc-b7a2-aeb2c0c7da7b,Thai,Elementary,1,"['Deep Learning', 'AI Ethics', 'Autonomous Vehicles']","['Stanford Online', 'Udemy']","['Udemy', 'Harvard Online']","['TensorFlow', 'Google Cloud AI', 'OpenAI GPT', 'BigML', 'Hugging Face Transformers', 'Microsoft Azure AI', 'Scikit-learn', '', 'PyTorch', 'DataRobot', 'Keras', 'Amazon SageMaker', 'IBM Watson']"
2834a52d-5e77-46ce-94a7-2823c18c42f7,Dutch,Undergraduate Degree,3,"['Robotics', 'Natural Language Processing', 'Recommender Systems']","['Kaggle', 'YouTube', 'Google AI', '', 'GitHub', 'Stanford Online', 'Coursera', 'Udemy']","['YouTube', 'DeepLearning.ai']","['', 'OpenAI GPT', 'BigML', 'Scikit-learn', 'Keras', 'TensorFlow', 'PyTorch', 'OpenCV', 'Weka']"
2c49f976-60cc-433e-8ce9-3187a1008a9b,Mandarin,University,2,"['Recommender Systems', 'AI for Games', 'AI Ethics', 'AI in Finance', 'AI Planning and Optimization', 'Cognitive Computing', 'Generative AI', 'Computer Vision', '']","['edX', 'GitHub', 'YouTube', 'MIT OpenCourseWare', 'Harvard Online', 'Kaggle']","['Coursera', 'Harvard Online', 'GitHub', '', 'YouTube', 'edX', 'DeepLearning.ai', 'Udemy', 'Stanford Online', 'MIT OpenCourseWare', 'Kaggle']",['RapidMiner']
2d20bfae-9c1c-44de-bdd2-a3c7d724559a,English,High School,0,"['', 'Speech Recognition', 'Natural Language Processing', 'Expert Systems', 'Machine Learning']",[''],"['DeepLearning.ai', 'Harvard Online', 'YouTube', 'edX', 'Stanford Online', 'MIT OpenCourseWare', 'GitHub']","['TensorFlow', 'OpenAI GPT', 'Amazon SageMaker', 'RapidMiner', 'Scikit-learn', 'Weka', 'Keras', 'IBM Watson']"
32095b5e-a7d1-42fd-81de-c1f80b1d1381,English,Middle School,1,"['AI Ethics', 'AI in Finance', 'Robotics', 'Machine Learning', 'AI for Games', 'Generative AI', 'Computer Vision', 'Reinforcement Learning', 'Autonomous Vehicles', 'Deep Learning', '', 'Natural Language Processing', 'Neural Networks', 'AI in Healthcare', 'Recommender Systems', 'Speech Recognition', 'AI in Education', 'Expert Systems']","['Kaggle', 'DeepLearning.ai', 'Udemy']","['MIT OpenCourseWare', 'Harvard Online', 'Google AI', 'edX', 'GitHub', 'Stanford Online', 'Coursera', 'DeepLearning.ai', '', 'Udemy', 'YouTube']","['Scikit-learn', 'Google Cloud AI', 'OpenAI GPT', 'Microsoft Azure AI', '', 'Amazon SageMaker', 'RapidMiner', 'BigML', 'Hugging Face Transformers', 'TensorFlow', 'DataRobot', 'Weka', 'IBM Watson']"
33cd69fc-1149-484b-816d-5e39b69f0812,Greek,Middle School,2,"['Expert Systems', 'AI in Finance']","['GitHub', 'Google AI', 'Stanford Online', '']","['DeepLearning.ai', 'Coursera', 'Stanford Online', 'edX', 'YouTube', 'Udemy', 'Kaggle', 'Google AI']","['', 'Microsoft Azure AI', 'IBM Watson', 'RapidMiner', 'Scikit-learn', 'Google Cloud AI', 'Weka', 'DataRobot', 'TensorFlow', 'Keras']"
33d1541b-d443-4cd7-a3c6-d5b301ee5f07,Vietnamese,Undergraduate Degree,3,"['AI for Games', 'Generative AI', 'Speech Recognition', 'Cognitive Computing', 'Expert Systems', 'Deep Learning', 'Machine Learning']","['Harvard Online', 'DeepLearning.ai', 'Google AI', 'YouTube', '', 'Kaggle', 'MIT OpenCourseWare', 'Stanford Online']","['', 'Google AI', 'edX', 'Stanford Online']","['Weka', 'Keras', '', 'Google Cloud AI', 'Amazon SageMaker', 'OpenCV', 'DataRobot', 'Microsoft Azure AI', 'IBM Watson', 'OpenAI GPT']"
34d6be9f-5570-4151-a662-247b1e2aa8be,Spanish,Master Degree,4,"['AI in Finance', 'Machine Learning', 'Autonomous Vehicles']","['Stanford Online', 'DeepLearning.ai', 'Harvard Online', 'MIT OpenCourseWare', 'YouTube', '', 'Udemy', 'Kaggle', 'Coursera']","['edX', 'Google AI', 'Udemy', '', 'Harvard Online', 'Kaggle', 'DeepLearning.ai', 'Coursera']","['Hugging Face Transformers', 'DataRobot', '', 'PyTorch', 'Amazon SageMaker', 'OpenCV', 'TensorFlow', 'IBM Watson', 'Scikit-learn', 'Google Cloud AI', 'Microsoft Azure AI', 'Weka', 'OpenAI GPT', 'RapidMiner', 'Keras']"
35ae8f8a-eb92-4286-a6ce-27676aa5e4f8,Bengali,Undergraduate Degree,3,"['Generative AI', 'Reinforcement Learning']","['edX', 'Harvard Online', '', 'Google AI', 'Stanford Online', 'Kaggle', 'YouTube']","['MIT OpenCourseWare', 'GitHub', 'Google AI']","['OpenAI GPT', 'OpenCV', 'Hugging Face Transformers']"
362bbd9f-7be9-4b27-89c6-7536ea875e5f,Mandarin,,5,"['Speech Recognition', 'AI Ethics', 'AI for Games', 'Cognitive Computing', 'Robotics', 'AI in Finance', 'Computer Vision', 'AI in Healthcare', 'Deep Learning', 'AI in Education', 'Natural Language Processing', 'AI Planning and Optimization', 'Generative AI', 'Expert Systems', 'Reinforcement Learning', 'Neural Networks']","['DeepLearning.ai', 'YouTube', 'Coursera', 'Google AI', 'Udemy', 'Harvard Online', 'Kaggle', 'MIT OpenCourseWare', '', 'Stanford Online', 'edX']","['Harvard Online', 'GitHub', 'MIT OpenCourseWare', 'Google AI', 'YouTube', 'Kaggle', '']","['OpenCV', 'Scikit-learn', 'OpenAI GPT', 'Keras', 'TensorFlow', 'PyTorch', '', 'IBM Watson', 'Microsoft Azure AI', 'RapidMiner', 'Google Cloud AI', 'Weka']"
3727ae87-62d4-4ec4-818b-a9cb0d931020,,High School,0,"['Deep Learning', 'Speech Recognition', 'AI in Finance', 'Recommender Systems', 'AI Planning and Optimization', 'AI in Healthcare', 'AI Ethics', 'Expert Systems', '', 'AI in Education', 'Reinforcement Learning', 'Computer Vision', 'Autonomous Vehicles', 'Robotics', 'AI for Games', 'Natural Language Processing', 'Neural Networks', 'Machine Learning', 'Generative AI']",[''],"['edX', 'YouTube', 'MIT OpenCourseWare', 'Stanford Online', 'Udemy', 'GitHub', 'Harvard Online', 'Coursera', 'Google AI', 'Kaggle']","['Hugging Face Transformers', '', 'Keras', 'OpenAI GPT', 'Microsoft Azure AI', 'Scikit-learn', 'OpenCV', 'IBM Watson', 'Google Cloud AI', 'Amazon SageMaker', 'Weka', 'RapidMiner']"
3890f981-a1b2-4d7d-802d-46cd5a3cf229,Turkish,High School,0,"['AI Ethics', 'Generative AI', 'Cognitive Computing', 'AI for Games', 'AI Planning and Optimization', 'Neural Networks', 'Robotics', 'AI in Finance', 'Expert Systems', 'Speech Recognition', 'Deep Learning', 'Computer Vision', 'Reinforcement Learning', '']",[''],"['MIT OpenCourseWare', 'Harvard Online']","['Scikit-learn', 'Keras', 'Weka', 'RapidMiner', 'OpenCV', 'Amazon SageMaker', 'IBM Watson', 'BigML', 'PyTorch', 'Microsoft Azure AI', 'TensorFlow', 'OpenAI GPT']"
3a4b192a-bf51-402d-aea9-75150ac0bbdc,Japanese,High School,0,"['AI Planning and Optimization', 'Natural Language Processing', 'Recommender Systems', 'AI in Education', 'Speech Recognition']",['Harvard Online'],"['edX', 'Udemy']","['Google Cloud AI', 'TensorFlow', 'Hugging Face Transformers', 'Scikit-learn', 'PyTorch', 'Microsoft Azure AI', 'Weka', 'OpenCV', '', 'RapidMiner']"
3afd8c75-9c34-4c95-b42e-f41e083761a4,Spanish,,5,"['AI in Healthcare', 'Machine Learning', 'Reinforcement Learning', 'Neural Networks', 'AI in Finance', 'AI Ethics', 'Cognitive Computing', 'AI Planning and Optimization', 'Generative AI', 'Computer Vision', 'Speech Recognition', '', 'Robotics', 'AI in Education', 'Expert Systems', 'Autonomous Vehicles', 'Deep Learning', 'AI for Games', 'Natural Language Processing']","['GitHub', 'DeepLearning.ai', 'Udemy', 'Harvard Online', 'Coursera', 'Kaggle', 'YouTube', 'Stanford Online', 'edX', 'MIT OpenCourseWare', 'Google AI']","['Google AI', '', 'Coursera']","['Google Cloud AI', 'Weka', 'Scikit-learn', 'Hugging Face Transformers', 'DataRobot']"
3c432663-8f4b-4b13-81f6-2e61dbb64418,Hindi,Master Degree,4,"['Reinforcement Learning', 'AI in Finance', 'Recommender Systems', 'Expert Systems', 'Cognitive Computing', 'AI Planning and Optimization', 'Neural Networks', 'Computer Vision']","['MIT OpenCourseWare', 'Kaggle', 'DeepLearning.ai', 'Google AI', 'Stanford Online', 'Udemy', 'GitHub', 'YouTube', 'edX']","['GitHub', 'Harvard Online', 'Udemy', 'MIT OpenCourseWare']","['Amazon SageMaker', 'Microsoft Azure AI', 'Weka', 'OpenAI GPT', 'OpenCV', 'BigML']"
